"date","product_id","product_count","customer_count","sale_price"
"2023-04-02","58","8","7","48.1"
"2023-04-02","60","6","5","66.34"
"2023-04-02","61","9","8","54.96"
"2023-04-02","62","8","8","82.44"
"2023-04-02","63","9","9","88.16"
"2023-04-02","64","7","6","55.29"
"2023-04-02","65","9","9","56.35"
"2023-04-02","68","9","7","34.42"
"2023-04-02","69","8","7","21.8"
"2023-04-02","70","9","7","20.85"
"2023-04-02","72","10","10","24.67"
"2023-04-02","73","8","7","7.41"
"2023-04-02","74","8","7","32.36"
"2023-04-02","77","9","8","27.42"
"2023-04-02","78","8","7","28.78"
"2023-04-02","83","7","6","25.08"
"2023-04-02","84","7","6","22.96"
"2023-04-02","86","10","9","30.99"
"2023-04-02","94","7","6","27.37"
"2023-04-02","98","8","7","19.64"
"2023-04-02","99","8","7","66.91"
"2023-04-03","0","8","7","17.73"
"2023-04-03","2","11","9","44.54"
"2023-04-03","3","9","8","54.51"
"2023-04-03","4","8","7","47.68"
"2023-04-03","6","11","10","25.72"
"2023-04-03","7","8","8","52.97"
"2023-04-03","8","6","5","48.51"
"2023-04-03","10","7","7","16.08"
"2023-04-03","11","27","25","25.8"
"2023-04-03","12","7","6","52.71"
"2023-04-03","13","7","7","73.87"
"2023-04-03","14","19","16","36.7"
"2023-04-03","15","8","8","39.5"
"2023-04-03","16","8","8","41.34"
"2023-04-03","17","9","7","20.02"
"2023-04-03","18","5","4","34.96"
"2023-04-03","19","9","8","14.79"
"2023-04-03","20","7","6","44.25"
"2023-04-03","24","10","8","18.98"
"2023-04-03","25","24","21","29.86"
"2023-04-03","26","10","8","42.9"
"2023-04-03","27","20","17","24.23"
"2023-04-03","28","9","9","53.85"
"2023-04-03","29","9","9","9.02"
"2023-04-03","31","7","7","44.33"
"2023-04-03","34","19","16","54.4"
"2023-04-03","35","8","6","36.41"
"2023-04-03","37","7","7","17.94"
"2023-04-03","38","19","17","102.73"
"2023-04-03","39","8","8","34.28"
"2023-04-03","41","20","17","27.9"
"2023-04-03","42","7","6","34.03"
"2023-04-03","43","17","14","24.88"
"2023-04-03","44","8","7","50.71"
"2023-04-03","45","8","7","86.55"
"2023-04-03","47","7","7","8.66"
"2023-04-03","48","19","18","22.66"
"2023-04-03","49","8","7","28.6"
"2023-04-03","52","7","6","52.21"
"2023-04-03","53","10","8","34.61"
"2023-04-03","54","9","9","19.39"
"2023-04-03","58","19","18","48.1"
"2023-04-03","59","8","7","71.79"
"2023-04-03","60","7","7","66.34"
"2023-04-03","61","19","18","54.96"
"2023-04-03","63","9","8","88.16"
"2023-04-03","64","7","6","55.29"
"2023-04-03","65","18","15","56.35"
"2023-04-03","66","7","6","189.21"
"2023-04-03","67","7","6","34.13"
"2023-04-03","68","8","7","34.42"
"2023-04-03","69","10","9","21.8"
"2023-04-03","70","8","7","20.85"
"2023-04-03","71","10","10","23.29"
"2023-04-03","72","9","9","24.67"
"2023-04-03","74","10","9","32.36"
"2023-04-03","75","7","6","34.44"
"2023-04-03","76","19","15","44.94"
"2023-04-03","77","10","8","27.42"
"2023-04-03","78","7","6","28.78"
"2023-04-03","79","9","9","51.84"
"2023-04-03","80","9","8","19.71"
"2023-04-03","81","7","7","25.42"
"2023-04-03","82","8","7","31.67"
"2023-04-03","83","8","8","25.08"
"2023-04-03","84","21","17","22.96"
"2023-04-03","85","9","8","28.36"
"2023-04-03","86","7","6","30.99"
"2023-04-03","88","8","7","21.77"
"2023-04-03","90","20","17","8.39"
"2023-04-03","91","10","8","28.42"
"2023-04-03","92","9","9","82.34"
"2023-04-03","93","9","8","208.8"
"2023-04-03","94","18","15","27.37"
"2023-04-03","95","9","7","30.04"
"2023-04-03","96","10","9","47.21"
"2023-04-03","98","7","6","19.64"
"2023-04-03","99","6","6","66.91"
"2023-04-04","0","9","9","17.73"
"2023-04-04","2","9","8","44.54"
"2023-04-04","4","6","6","47.68"
"2023-04-04","7","7","6","52.97"
"2023-04-04","10","8","7","16.08"
"2023-04-04","11","7","6","25.8"
"2023-04-04","12","9","9","52.71"
"2023-04-04","14","9","7","36.7"
"2023-04-04","15","8","6","39.5"
"2023-04-04","18","10","9","34.96"
"2023-04-04","19","9","9","14.79"
"2023-04-04","20","7","6","44.25"
"2023-04-04","22","8","7","15.52"
"2023-04-04","23","7","6","24.04"
"2023-04-04","24","7","7","18.98"
"2023-04-04","25","9","8","29.86"
"2023-04-04","26","10","9","42.9"
"2023-04-04","31","9","9","44.33"
"2023-04-04","32","7","6","11.73"
"2023-04-04","33","7","6","14.7"
"2023-04-04","34","7","6","54.4"
"2023-04-04","35","11","11","36.41"
"2023-04-04","36","7","6","174.35"
"2023-04-04","38","8","7","102.73"
"2023-04-04","39","8","7","34.28"
"2023-04-04","40","10","9","13.84"
"2023-04-04","41","7","6","27.9"
"2023-04-04","42","7","7","34.03"
"2023-04-04","43","7","7","24.88"
"2023-04-04","45","10","9","86.55"
"2023-04-04","46","9","8","42.15"
"2023-04-04","47","8","8","8.66"
"2023-04-04","54","9","8","19.39"
"2023-04-04","55","8","8","17.64"
"2023-04-04","56","8","8","33.84"
"2023-04-04","57","8","7","23.15"
"2023-04-04","58","9","9","48.1"
"2023-04-04","59","9","9","71.79"
"2023-04-04","60","9","8","66.34"
"2023-04-04","61","9","9","54.96"
"2023-04-04","62","8","7","82.44"
"2023-04-04","63","9","8","88.16"
"2023-04-04","64","8","6","55.29"
"2023-04-04","65","9","8","56.35"
"2023-04-04","66","9","7","189.21"
"2023-04-04","68","9","8","34.42"
"2023-04-04","69","10","10","21.8"
"2023-04-04","70","9","9","20.85"
"2023-04-04","71","9","9","23.29"
"2023-04-04","73","9","7","7.41"
"2023-04-04","76","8","6","44.94"
"2023-04-04","77","9","8","27.42"
"2023-04-04","79","9","9","51.84"
"2023-04-04","80","8","7","19.71"
"2023-04-04","81","9","8","25.42"
"2023-04-04","82","7","6","31.67"
"2023-04-04","83","6","6","25.08"
"2023-04-04","84","9","8","22.96"
"2023-04-04","85","8","7","28.36"
"2023-04-04","86","8","6","30.99"
"2023-04-04","87","8","7","13.14"
"2023-04-04","88","6","5","21.77"
"2023-04-04","89","9","9","82.16"
"2023-04-04","90","6","5","8.39"
"2023-04-04","91","9","8","28.42"
"2023-04-04","92","6","6","82.34"
"2023-04-04","93","10","10","208.8"
"2023-04-04","94","6","6","27.37"
"2023-04-04","95","8","8","30.04"
"2023-04-04","96","11","9","47.21"
"2023-04-04","97","7","6","18.37"
"2023-04-04","98","10","9","19.64"
"2023-04-04","99","7","6","66.91"
"2023-04-05","0","7","7","17.73"
"2023-04-05","3","10","9","54.51"
"2023-04-05","4","9","7","47.68"
"2023-04-05","5","7","7","58.57"
"2023-04-05","6","9","9","25.72"
"2023-04-05","8","8","8","48.51"
"2023-04-05","10","8","8","16.08"
"2023-04-05","11","9","9","25.8"
"2023-04-05","13","7","6","73.87"
"2023-04-05","14","9","7","36.7"
"2023-04-05","15","6","5","39.5"
"2023-04-05","16","7","7","41.34"
"2023-04-05","17","9","9","20.02"
"2023-04-05","18","8","8","34.96"
"2023-04-05","19","7","6","14.79"
"2023-04-05","21","10","10","21.05"
"2023-04-05","25","9","7","29.86"
"2023-04-05","26","8","7","42.9"
"2023-04-05","27","7","6","24.23"
"2023-04-05","29","8","7","9.02"
"2023-04-05","30","9","8","62.05"
"2023-04-05","31","8","7","44.33"
"2023-04-05","34","8","7","54.4"
"2023-04-05","35","11","10","36.41"
"2023-04-05","36","8","8","174.35"
"2023-04-05","37","7","6","17.94"
"2023-04-05","38","9","9","102.73"
"2023-04-05","39","9","9","34.28"
"2023-04-05","40","8","8","13.84"
"2023-04-05","41","8","7","27.9"
"2023-04-05","42","7","7","34.03"
"2023-04-05","44","7","7","50.71"
"2023-04-05","45","7","7","86.55"
"2023-04-05","48","6","5","22.66"
"2023-04-05","49","8","8","28.6"
"2023-04-05","53","7","6","34.61"
"2023-04-05","54","7","7","19.39"
"2023-04-05","55","7","6","17.64"
"2023-04-05","56","8","8","33.84"
"2023-04-05","57","7","6","23.15"
"2023-04-05","58","8","8","48.1"
"2023-04-05","61","10","9","54.96"
"2023-04-05","62","8","7","82.44"
"2023-04-05","63","9","8","88.16"
"2023-04-05","64","11","10","55.29"
"2023-04-05","65","9","7","56.35"
"2023-04-05","66","8","7","189.21"
"2023-04-05","67","9","9","34.13"
"2023-04-05","68","8","7","34.42"
"2023-04-05","69","7","6","21.8"
"2023-04-05","71","8","7","23.29"
"2023-04-05","72","7","6","24.67"
"2023-04-05","74","9","8","32.36"
"2023-04-05","75","7","7","34.44"
"2023-04-05","76","8","8","44.94"
"2023-04-05","77","8","8","27.42"
"2023-04-05","79","8","7","51.84"
"2023-04-05","81","10","9","25.42"
"2023-04-05","83","9","8","25.08"
"2023-04-05","85","8","7","28.36"
"2023-04-05","86","8","8","30.99"
"2023-04-05","87","7","6","13.14"
"2023-04-05","88","6","6","21.77"
"2023-04-05","89","10","10","82.16"
"2023-04-05","90","8","7","8.39"
"2023-04-05","91","8","7","28.42"
"2023-04-05","92","8","6","82.34"
"2023-04-05","93","9","8","208.8"
"2023-04-05","94","7","6","27.37"
"2023-04-05","95","7","6","30.04"
"2023-04-05","96","8","6","47.21"
"2023-04-05","97","9","9","18.37"
"2023-04-05","99","8","7","66.91"
"2023-04-06","0","9","8","17.73"
"2023-04-06","3","11","10","54.51"
"2023-04-06","4","10","8","47.68"
"2023-04-06","5","7","6","58.57"
"2023-04-06","6","8","7","25.72"
"2023-04-06","7","7","6","52.97"
"2023-04-06","8","7","7","48.51"
"2023-04-06","11","7","7","25.8"
"2023-04-06","14","7","6","36.7"
"2023-04-06","15","10","10","39.5"
"2023-04-06","16","8","7","41.34"
"2023-04-06","17","8","8","20.02"
"2023-04-06","18","7","6","34.96"
"2023-04-06","19","8","7","14.79"
"2023-04-06","21","7","6","21.05"
"2023-04-06","22","7","7","15.52"
"2023-04-06","23","6","5","24.04"
"2023-04-06","25","10","9","29.86"
"2023-04-06","26","9","7","42.9"
"2023-04-06","27","8","6","24.23"
"2023-04-06","29","8","7","9.02"
"2023-04-06","31","8","7","44.33"
"2023-04-06","32","7","6","11.73"
"2023-04-06","33","6","6","14.7"
"2023-04-06","34","9","8","54.4"
"2023-04-06","35","8","8","36.41"
"2023-04-06","37","9","8","17.94"
"2023-04-06","38","7","6","102.73"
"2023-04-06","40","7","7","13.84"
"2023-04-06","41","9","8","27.9"
"2023-04-06","42","7","7","34.03"
"2023-04-06","43","10","9","24.88"
"2023-04-06","44","8","7","50.71"
"2023-04-06","45","9","7","86.55"
"2023-04-06","47","6","5","8.66"
"2023-04-06","48","8","7","22.66"
"2023-04-06","49","9","7","28.6"
"2023-04-06","50","8","7","15.6"
"2023-04-06","51","8","7","23.25"
"2023-04-06","52","10","8","52.21"
"2023-04-06","53","9","7","34.61"
"2023-04-06","54","8","7","19.39"
"2023-04-06","55","8","7","17.64"
"2023-04-06","57","8","8","23.15"
"2023-04-06","58","5","5","48.1"
"2023-04-06","59","7","7","71.79"
"2023-04-06","60","9","8","66.34"
"2023-04-06","61","7","6","54.96"
"2023-04-06","62","9","8","82.44"
"2023-04-06","63","7","6","88.16"
"2023-04-06","64","8","8","55.29"
"2023-04-06","65","7","6","56.35"
"2023-04-06","66","8","7","189.21"
"2023-04-06","67","7","7","34.13"
"2023-04-06","69","10","9","21.8"
"2023-04-06","71","9","8","23.29"
"2023-04-06","72","7","7","24.67"
"2023-04-06","74","9","8","32.36"
"2023-04-06","76","9","8","44.94"
"2023-04-06","77","8","8","27.42"
"2023-04-06","78","7","6","28.78"
"2023-04-06","79","6","6","51.84"
"2023-04-06","80","8","7","19.71"
"2023-04-06","81","7","6","25.42"
"2023-04-06","82","8","7","31.67"
"2023-04-06","83","8","7","25.08"
"2023-04-06","84","8","7","22.96"
"2023-04-06","85","8","7","28.36"
"2023-04-06","86","9","8","30.99"
"2023-04-06","87","7","7","13.14"
"2023-04-06","88","7","6","21.77"
"2023-04-06","89","8","8","82.16"
"2023-04-06","90","9","8","8.39"
"2023-04-06","92","7","6","82.34"
"2023-04-06","95","8","7","30.04"
"2023-04-06","99","8","6","66.91"
"2023-04-07","0","8","7","17.73"
"2023-04-07","2","10","9","44.54"
"2023-04-07","4","7","7","47.68"
"2023-04-07","5","8","7","58.57"
"2023-04-07","6","10","8","25.72"
"2023-04-07","7","6","6","52.97"
"2023-04-07","8","8","7","48.51"
"2023-04-07","10","8","8","16.08"
"2023-04-07","12","5","5","52.71"
"2023-04-07","13","9","9","73.87"
"2023-04-07","14","7","6","36.7"
"2023-04-07","18","10","9","34.96"
"2023-04-07","20","7","6","44.25"
"2023-04-07","21","7","6","21.05"
"2023-04-07","22","9","9","15.52"
"2023-04-07","23","9","7","24.04"
"2023-04-07","25","10","9","29.86"
"2023-04-07","26","8","8","42.9"
"2023-04-07","31","7","6","44.33"
"2023-04-07","32","9","8","11.73"
"2023-04-07","34","9","8","54.4"
"2023-04-07","35","10","10","36.41"
"2023-04-07","36","8","8","174.35"
"2023-04-07","37","8","7","17.94"
"2023-04-07","38","7","6","102.73"
"2023-04-07","40","9","9","13.84"
"2023-04-07","41","10","8","27.9"
"2023-04-07","42","8","8","34.03"
"2023-04-07","43","7","6","24.88"
"2023-04-07","44","8","7","50.71"
"2023-04-07","45","8","7","86.55"
"2023-04-07","46","8","7","42.15"
"2023-04-07","47","7","7","8.66"
"2023-04-07","48","10","9","22.66"
"2023-04-07","50","9","9","15.6"
"2023-04-07","52","6","5","52.21"
"2023-04-07","53","7","7","34.61"
"2023-04-07","55","9","7","17.64"
"2023-04-07","56","10","9","33.84"
"2023-04-07","57","8","7","23.15"
"2023-04-07","58","8","6","48.1"
"2023-04-07","63","7","6","88.16"
"2023-04-07","66","7","7","189.21"
"2023-04-07","67","8","7","34.13"
"2023-04-07","69","10","8","21.8"
"2023-04-07","70","7","7","20.85"
"2023-04-07","71","9","9","23.29"
"2023-04-07","73","8","7","7.41"
"2023-04-07","74","9","9","32.36"
"2023-04-07","75","8","7","34.44"
"2023-04-07","76","8","7","44.94"
"2023-04-07","77","9","7","27.42"
"2023-04-07","78","7","6","28.78"
"2023-04-07","79","9","8","51.84"
"2023-04-07","80","7","6","19.71"
"2023-04-07","83","8","7","25.08"
"2023-04-07","85","8","7","28.36"
"2023-04-07","86","8","7","30.99"
"2023-04-07","89","9","8","82.16"
"2023-04-07","90","7","6","8.39"
"2023-04-07","92","9","7","82.34"
"2023-04-07","93","7","6","208.8"
"2023-04-07","94","8","7","27.37"
"2023-04-07","95","7","6","30.04"
"2023-04-07","98","8","8","19.64"
"2023-04-07","99","9","7","66.91"
"2023-04-08","0","8","8","17.73"
"2023-04-08","2","9","7","44.54"
"2023-04-08","6","11","10","25.72"
"2023-04-08","7","8","8","52.97"
"2023-04-08","8","9","9","48.51"
"2023-04-08","11","10","9","25.8"
"2023-04-08","13","9","7","73.87"
"2023-04-08","15","7","6","39.5"
"2023-04-08","19","7","6","14.79"
"2023-04-08","20","11","11","44.25"
"2023-04-08","22","8","8","15.52"
"2023-04-08","25","11","10","29.86"
"2023-04-08","26","11","9","42.9"
"2023-04-08","29","7","6","9.02"
"2023-04-08","30","7","7","62.05"
"2023-04-08","31","7","6","44.33"
"2023-04-08","32","8","7","11.73"
"2023-04-08","34","6","5","54.4"
"2023-04-08","36","8","7","174.35"
"2023-04-08","39","8","8","34.28"
"2023-04-08","40","8","7","13.84"
"2023-04-08","41","7","6","27.9"
"2023-04-08","42","6","5","34.03"
"2023-04-08","43","9","9","24.88"
"2023-04-08","44","7","7","50.71"
"2023-04-08","46","8","8","42.15"
"2023-04-08","49","7","7","28.6"
"2023-04-08","51","7","6","23.25"
"2023-04-08","52","8","7","52.21"
"2023-04-08","55","9","9","17.64"
"2023-04-08","57","8","7","23.15"
"2023-04-08","58","7","6","48.1"
"2023-04-08","60","8","7","66.34"
"2023-04-08","61","8","7","54.96"
"2023-04-08","62","9","8","82.44"
"2023-04-08","63","8","8","88.16"
"2023-04-08","64","8","8","55.29"
"2023-04-08","65","9","8","56.35"
"2023-04-08","70","8","7","20.85"
"2023-04-08","71","7","6","23.29"
"2023-04-08","73","9","8","7.41"
"2023-04-08","74","8","7","32.36"
"2023-04-08","75","8","7","34.44"
"2023-04-08","77","8","7","27.42"
"2023-04-08","78","10","9","28.78"
"2023-04-08","79","8","7","51.84"
"2023-04-08","80","9","8","19.71"
"2023-04-08","82","8","7","31.67"
"2023-04-08","83","9","8","25.08"
"2023-04-08","84","7","7","22.96"
"2023-04-08","85","9","8","28.36"
"2023-04-08","86","8","8","30.99"
"2023-04-08","87","11","11","13.14"
"2023-04-08","91","8","7","28.42"
"2023-04-08","93","9","8","208.8"
"2023-04-08","95","8","7","30.04"
"2023-04-08","97","8","7","18.37"
"2023-04-08","98","7","6","19.64"
"2023-04-08","99","5","4","66.91"
"2023-04-09","0","6","5","17.73"
"2023-04-09","1","7","7","16.91"
"2023-04-09","3","10","9","54.51"
"2023-04-09","6","10","9","25.72"
"2023-04-09","7","8","7","52.97"
"2023-04-09","8","7","6","48.51"
"2023-04-09","10","7","6","16.08"
"2023-04-09","12","8","7","52.71"
"2023-04-09","15","7","6","39.5"
"2023-04-09","16","5","5","41.34"
"2023-04-09","18","8","7","34.96"
"2023-04-09","20","10","10","44.25"
"2023-04-09","24","9","8","18.98"
"2023-04-09","25","11","10","29.86"
"2023-04-09","29","10","8","9.02"
"2023-04-09","30","7","7","62.05"
"2023-04-09","31","8","8","44.33"
"2023-04-09","32","10","9","11.73"
"2023-04-09","34","9","9","54.4"
"2023-04-09","38","9","9","102.73"
"2023-04-09","41","7","7","27.9"
"2023-04-09","45","9","7","86.55"
"2023-04-09","46","8","7","42.15"
"2023-04-09","48","9","7","22.66"
"2023-04-09","49","8","7","28.6"
"2023-04-09","50","8","7","15.6"
"2023-04-09","53","6","5","34.61"
"2023-04-09","54","7","6","19.39"
"2023-04-09","55","9","7","17.64"
"2023-04-09","56","6","5","33.84"
"2023-04-09","58","7","6","48.1"
"2023-04-09","60","7","6","66.34"
"2023-04-09","61","7","6","54.96"
"2023-04-09","63","8","7","88.16"
"2023-04-09","64","8","7","55.29"
"2023-04-09","65","8","7","56.35"
"2023-04-09","69","8","7","21.8"
"2023-04-09","70","8","8","20.85"
"2023-04-09","73","8","8","7.41"
"2023-04-09","76","8","7","44.94"
"2023-04-09","78","9","7","28.78"
"2023-04-09","80","8","6","19.71"
"2023-04-09","81","7","7","25.42"
"2023-04-09","84","8","7","22.96"
"2023-04-09","85","8","7","28.36"
"2023-04-09","86","5","4","30.99"
"2023-04-09","88","7","6","21.77"
"2023-04-09","89","8","7","82.16"
"2023-04-09","90","10","8","8.39"
"2023-04-09","91","10","9","28.42"
"2023-04-09","92","7","7","82.34"
"2023-04-09","95","8","7","30.04"
"2023-04-09","96","10","8","47.21"
"2023-04-09","97","7","6","18.37"
"2023-04-09","98","9","7","19.64"
"2023-04-10","0","8","7","17.73"
"2023-04-10","1","10","9","16.91"
"2023-04-10","2","7","6","44.54"
"2023-04-10","3","9","7","54.51"
"2023-04-10","8","9","9","48.51"
"2023-04-10","9","8","7","13.75"
"2023-04-10","10","9","8","16.08"
"2023-04-10","11","24","22","25.8"
"2023-04-10","13","7","6","73.87"
"2023-04-10","14","20","20","36.7"
"2023-04-10","16","10","9","41.34"
"2023-04-10","17","7","6","20.02"
"2023-04-10","19","9","8","14.79"
"2023-04-10","21","8","6","21.05"
"2023-04-10","22","8","7","15.52"
"2023-04-10","23","8","8","24.04"
"2023-04-10","24","8","7","18.98"
"2023-04-10","25","26","23","29.86"
"2023-04-10","26","8","8","42.9"
"2023-04-10","27","7","6","24.23"
"2023-04-10","28","8","7","53.85"
"2023-04-10","29","8","6","9.02"
"2023-04-10","31","9","9","44.33"
"2023-04-10","32","8","8","11.73"
"2023-04-10","33","9","8","14.7"
"2023-04-10","34","21","18","54.4"
"2023-04-10","35","10","8","36.41"
"2023-04-10","36","7","7","174.35"
"2023-04-10","38","19","18","102.73"
"2023-04-10","39","8","6","34.28"
"2023-04-10","40","6","5","13.84"
"2023-04-10","41","21","21","27.9"
"2023-04-10","43","19","16","24.88"
"2023-04-10","45","11","10","86.55"
"2023-04-10","46","7","6","42.15"
"2023-04-10","48","8","6","22.66"
"2023-04-10","49","7","6","28.6"
"2023-04-10","50","9","7","15.6"
"2023-04-10","52","8","8","52.21"
"2023-04-10","53","8","7","34.61"
"2023-04-10","55","8","7","17.64"
"2023-04-10","56","8","7","33.84"
"2023-04-10","57","9","8","23.15"
"2023-04-10","58","21","19","48.1"
"2023-04-10","59","8","7","71.79"
"2023-04-10","60","9","9","66.34"
"2023-04-10","61","22","18","54.96"
"2023-04-10","62","8","7","82.44"
"2023-04-10","63","10","8","88.16"
"2023-04-10","65","19","19","56.35"
"2023-04-10","66","8","7","189.21"
"2023-04-10","67","8","8","34.13"
"2023-04-10","69","8","7","21.8"
"2023-04-10","70","20","17","20.85"
"2023-04-10","71","8","7","23.29"
"2023-04-10","72","8","7","24.67"
"2023-04-10","73","8","7","7.41"
"2023-04-10","74","6","6","32.36"
"2023-04-10","76","19","19","44.94"
"2023-04-10","77","9","7","27.42"
"2023-04-10","79","7","6","51.84"
"2023-04-10","80","8","7","19.71"
"2023-04-10","81","8","7","25.42"
"2023-04-10","82","9","8","31.67"
"2023-04-10","83","20","16","25.08"
"2023-04-10","84","19","16","22.96"
"2023-04-10","85","8","7","28.36"
"2023-04-10","87","8","7","13.14"
"2023-04-10","90","22","19","8.39"
"2023-04-10","91","7","6","28.42"
"2023-04-10","92","7","6","82.34"
"2023-04-10","93","7","6","208.8"
"2023-04-10","94","21","20","27.37"
"2023-04-10","96","8","7","47.21"
"2023-04-10","97","10","10","18.37"
"2023-04-11","2","10","9","44.54"
"2023-04-11","3","9","9","54.51"
"2023-04-11","4","11","10","47.68"
"2023-04-11","5","8","7","58.57"
"2023-04-11","7","7","6","52.97"
"2023-04-11","9","9","9","13.75"
"2023-04-11","10","7","7","16.08"
"2023-04-11","11","11","11","25.8"
"2023-04-11","12","9","9","52.71"
"2023-04-11","13","8","8","73.87"
"2023-04-11","14","7","6","36.7"
"2023-04-11","15","9","7","39.5"
"2023-04-11","16","9","8","41.34"
"2023-04-11","18","6","6","34.96"
"2023-04-11","19","9","8","14.79"
"2023-04-11","20","10","10","44.25"
"2023-04-11","21","8","7","21.05"
"2023-04-11","23","8","7","24.04"
"2023-04-11","27","8","6","24.23"
"2023-04-11","28","7","7","53.85"
"2023-04-11","29","9","9","9.02"
"2023-04-11","33","8","7","14.7"
"2023-04-11","34","7","7","54.4"
"2023-04-11","35","11","9","36.41"
"2023-04-11","36","8","7","174.35"
"2023-04-11","38","8","7","102.73"
"2023-04-11","39","9","9","34.28"
"2023-04-11","40","8","8","13.84"
"2023-04-11","41","8","8","27.9"
"2023-04-11","43","9","8","24.88"
"2023-04-11","44","7","7","50.71"
"2023-04-11","47","9","9","8.66"
"2023-04-11","48","8","7","22.66"
"2023-04-11","49","8","8","28.6"
"2023-04-11","51","9","8","23.25"
"2023-04-11","52","8","8","52.21"
"2023-04-11","53","8","7","34.61"
"2023-04-11","54","6","5","19.39"
"2023-04-11","55","7","6","17.64"
"2023-04-11","57","8","8","23.15"
"2023-04-11","59","7","6","71.79"
"2023-04-11","62","9","7","82.44"
"2023-04-11","64","7","6","55.29"
"2023-04-11","66","7","7","189.21"
"2023-04-11","67","8","8","34.13"
"2023-04-11","68","11","9","34.42"
"2023-04-11","69","10","8","21.8"
"2023-04-11","70","8","7","20.85"
"2023-04-11","71","8","7","23.29"
"2023-04-11","72","8","7","24.67"
"2023-04-11","73","9","8","7.41"
"2023-04-11","74","8","7","32.36"
"2023-04-11","76","8","7","44.94"
"2023-04-11","78","9","8","28.78"
"2023-04-11","79","7","6","51.84"
"2023-04-11","80","8","8","19.71"
"2023-04-11","81","9","8","25.42"
"2023-04-11","82","8","7","31.67"
